LineID	OperatorID	InServiceDate	operator
114263	1	2014	metro
114264	1	2014	metro
114265	1	2014	metro
114266	1	2014	metro
114267	1	2014	metro
114271	1	2014	metro
114287	1	2014	metro
114288	1	2014	metro
114299	1	2014	metro
114300	1	2014	metro
114312	1	2014	metro
114313	1	2014	metro
114324	1	2014	metro
114351	1	2014	metro
114371	1	2014	metro
114386	1	2014	metro
114387	1	2014	metro
114405	1	2014	metro
114416	1	2014	metro
114420	1	2014	metro
114421	1	2014	metro
114422	1	2014	metro
114423	1	2014	metro
114424	1	2014	metro
114425	1	2014	metro
114426	1	2014	metro
114427	1	2014	metro
114461	1	2014	metro
114462	1	2014	metro
114463	1	2014	metro
114464	1	2014	metro
114465	1	2014	metro
114466	1	2014	metro
114467	1	2014	metro
114468	1	2014	metro
114469	1	2014	metro
114473	1	2014	metro
114474	1	2014	metro
114476	1	2014	metro
114487	1	2014	metro
114488	1	2014	metro
114490	1	2014	metro
114491	1	2014	metro
114494	1	2014	metro
114510	1	2014	metro
114528	1	2014	metro
114529	1	2014	metro
114536	1	2014	metro
114590	1	2014	metro
114591	1	2014	metro
114592	1	2014	metro
114593	1	2014	metro
114601	1	2014	metro
114602	1	2014	metro
114603	1	2014	metro
114609	1	2014	metro
114610	1	2014	metro
114611	1	2014	metro
114612	1	2014	metro
114622	1	2014	metro
114633	1	2014	metro
114653	1	2014	metro
114656	1	2014	metro
114660	1	2014	metro
114661	1	2014	metro
114686	1	2014	metro
114687	1	2014	metro
114690	1	2014	metro
114691	1	2014	metro
114692	1	2014	metro
114743	1	2014	metro
114765	1	2014	metro
114766	1	2014	metro
114767	1	2014	metro
114768	1	2014	metro
114770	1	2014	metro
114786	1	2014	metro
114772	1	2014	metro
114773	1	2014	metro
114087	1	2014	metro
114088	1	2014	metro
114182	1	2014	metro
114270	1	2014	metro
114615	1	2014	metro
114618	1	2014	metro
114617	1	2014	metro
114616	1	2014	metro
114621	1	2014	metro
114771	1	2014	metro
114626	1	2014	metro
114307	1	2014	metro
114079	1	2014	metro
114083	1	2014	metro
114196	1	2014	metro
114197	1	2014	metro
114470	1	2014	metro
114471	1	2014	metro
114472	1	2014	metro
114627	1	2014	metro
114085	1	2014	metro
114086	1	2014	metro
114607	1	2014	metro
114608	1	2014	metro
114675	1	2014	metro
114560	1	2014	metro
114561	1	2014	metro
114562	1	2014	metro
114563	1	2014	metro
114228	1	2014	metro
114619	1	2014	metro
114769	1	2014	metro
114774	1	2014	metro
114620	1	2014	metro
114625	1	2014	metro
114227	1	2014	metro
114623	1	2014	metro
114272	1	2014	metro
114624	1	2014	metro
114394	1	2014	metro
114396	1	2014	metro
114403	1	2014	metro
114731	1	2014	metro
114029	1	2014	metro
114034	1	2014	metro
114056	1	2014	metro
114094	1	2014	metro
114187	1	2014	metro
114217	1	2014	metro
114223	1	2014	metro
114247	1	2014	metro
114251	1	2014	metro
114310	1	2014	metro
114338	1	2014	metro
114361	1	2014	metro
114375	1	2014	metro
114380	1	2014	metro
114385	1	2014	metro
114398	1	2014	metro
114400	1	2014	metro
114408	1	2014	metro
114410	1	2014	metro
114413	1	2014	metro
114415	1	2014	metro
114450	1	2014	metro
114455	1	2014	metro
114493	1	2014	metro
114531	1	2014	metro
114533	1	2014	metro
114547	1	2014	metro
114549	1	2014	metro
114582	1	2014	metro
114584	1	2014	metro
114585	1	2014	metro
114720	1	2014	metro
114727	1	2014	metro
114782	1	2014	metro
114040	1	2014	metro
114058	1	2014	metro
114240	1	2014	metro
114339	1	2014	metro
114352	1	2014	metro
114373	1	2014	metro
114376	1	2014	metro
114378	1	2014	metro
114381	1	2014	metro
114383	1	2014	metro
114406	1	2014	metro
114409	1	2014	metro
114411	1	2014	metro
114414	1	2014	metro
114417	1	2014	metro
114437	1	2014	metro
114442	1	2014	metro
114449	1	2014	metro
114451	1	2014	metro
114453	1	2014	metro
114456	1	2014	metro
114485	1	2014	metro
114534	1	2014	metro
114545	1	2014	metro
114548	1	2014	metro
114550	1	2014	metro
114583	1	2014	metro
114586	1	2014	metro
114587	1	2014	metro
114632	1	2014	metro
114674	1	2014	metro
114679	1	2014	metro
114681	1	2014	metro
114721	1	2014	metro
114754	1	2014	metro
114761	1	2014	metro
114028	1	2014	metro
114093	1	2014	metro
114216	1	2014	metro
114311	1	2014	metro
114337	1	2014	metro
114360	1	2014	metro
114372	1	2014	metro
114374	1	2014	metro
114379	1	2014	metro
114382	1	2014	metro
114384	1	2014	metro
114397	1	2014	metro
114399	1	2014	metro
114407	1	2014	metro
114412	1	2014	metro
114438	1	2014	metro
114448	1	2014	metro
114452	1	2014	metro
114454	1	2014	metro
114483	1	2014	metro
114530	1	2014	metro
114532	1	2014	metro
114535	1	2014	metro
114546	1	2014	metro
114551	1	2014	metro
114581	1	2014	metro
114640	1	2014	metro
114644	1	2014	metro
114650	1	2014	metro
114667	1	2014	metro
114719	1	2014	metro
114729	1	2014	metro
114736	1	2014	metro
114762	1	2014	metro
114309	1	2014	metro
114636	1	2014	metro
114637	1	2014	metro
114005	1	2014	metro
115285	1	2014	metro
115293	1	2014	metro
115297	1	2014	metro
115298	1	2014	metro
115299	1	2014	metro
115300	1	2014	metro
115316	1	2014	metro
114308	1	2014	metro
114301	1	2014	metro
114302	1	2014	metro
115288	1	2014	metro
115315	1	2014	metro
115292	1	2014	metro
114402	1	2014	metro
114036	1	2014	metro
114419	1	2014	metro
114127	1	2014	metro
114144	1	2014	metro
114007	1	2014	metro
114147	1	2014	metro
114146	1	2014	metro
114148	1	2014	metro
115291	1	2014	metro
114151	1	2014	metro
114150	1	2014	metro
114153	1	2014	metro
114152	1	2014	metro
114159	1	2014	metro
114273	1	2014	metro
114509	1	2014	metro
114522	1	2014	metro
114523	1	2014	metro
114089	1	2014	metro
114705	1	2014	metro
114298	1	2014	metro
114418	1	2014	metro
114707	1	2014	metro
114306	1	2014	metro
114305	1	2014	metro
114015	1	2014	metro
114349	1	2014	metro
114353	1	2014	metro
114356	1	2014	metro
114369	1	2014	metro
114641	1	2014	metro
114714	1	2014	metro
114785	1	2014	metro
114323	1	2014	metro
114340	1	2014	metro
114354	1	2014	metro
114642	1	2014	metro
114715	1	2014	metro
114032	1	2014	metro
114211	1	2014	metro
114341	1	2014	metro
114355	1	2014	metro
114401	1	2014	metro
114333	1	2014	metro
114334	1	2014	metro
114335	1	2014	metro
114336	1	2014	metro
114008	1	2014	metro
114009	1	2014	metro
114735	1	2014	metro
114090	1	2014	metro
114747	1	2014	metro
114751	1	2014	metro
114664	1	2014	metro
114145	1	2014	metro
114694	1	2014	metro
114752	1	2014	metro
114149	1	2014	metro
114160	1	2014	metro
115301	1	2014	metro
114657	1	2014	metro
114663	1	2014	metro
114693	1	2014	metro
114734	1	2014	metro
114733	1	2014	metro
115332	1	2014	metro
115334	1	2014	metro
115336	1	2014	metro
115337	1	2014	metro
115338	1	2014	metro
115339	1	2014	metro
115341	1	2014	metro
115344	1	2014	metro
115345	1	2014	metro
115350	1	2014	metro
115351	1	2014	metro
115358	1	2014	metro
115363	1	2014	metro
115364	1	2014	metro
115367	1	2014	metro
115368	1	2014	metro
115369	1	2014	metro
115372	1	2014	metro
115373	1	2014	metro
115374	1	2014	metro
115375	1	2014	metro
115377	1	2014	metro
115381	1	2014	metro
115385	1	2014	metro
115391	1	2014	metro
115392	1	2014	metro
115393	1	2014	metro
115394	1	2014	metro
115395	1	2014	metro
115396	1	2014	metro
115404	1	2014	metro
115405	1	2014	metro
115408	1	2014	metro
115411	1	2014	metro
115384	1	2014	metro
114225	1	2014	metro
115284	1	2014	metro
114016	1	2014	metro
114224	1	2014	metro
114680	1	2014	metro
114226	1	2014	metro
114443	1	2014	metro
114101	1	2014	metro
114252	1	2014	metro
114475	1	2014	metro
114489	1	2014	metro
114342	1	2014	metro
114343	1	2014	metro
114344	1	2014	metro
114345	1	2014	metro
114346	1	2014	metro
114347	1	2014	metro
114348	1	2014	metro
114564	1	2014	metro
114565	1	2014	metro
114566	1	2014	metro
114568	1	2014	metro
114569	1	2014	metro
114570	1	2014	metro
114573	1	2014	metro
114574	1	2014	metro
114575	1	2014	metro
114740	1	2014	metro
114742	1	2014	metro
114377	1	2014	metro
114576	1	2014	metro
114709	1	2014	metro
114711	1	2014	metro
114095	1	2014	metro
114165	1	2014	metro
114248	1	2014	metro
114253	1	2014	metro
114577	1	2014	metro
114710	1	2014	metro
114096	1	2014	metro
114163	1	2014	metro
114249	1	2014	metro
114713	1	2014	metro
114716	1	2014	metro
114730	1	2014	metro
114763	1	2014	metro
115279	1	2014	metro
115282	1	2014	metro
115348	1	2014	metro
115355	1	2014	metro
115378	1	2014	metro
115380	1	2014	metro
115386	1	2014	metro
115388	1	2014	metro
114014	1	2014	metro
114210	1	2014	metro
115347	1	2014	metro
114010	1	2014	metro
114011	1	2014	metro
114103	1	2014	metro
114105	1	2014	metro
114107	1	2014	metro
114111	1	2014	metro
114112	1	2014	metro
114115	1	2014	metro
114116	1	2014	metro
114188	1	2014	metro
114189	1	2014	metro
114191	1	2014	metro
114200	1	2014	metro
114245	1	2014	metro
114652	1	2014	metro
114685	1	2014	metro
114062	1	2014	metro
114059	1	2014	metro
114060	1	2014	metro
114061	1	2014	metro
114063	1	2014	metro
114065	1	2014	metro
114567	1	2014	metro
114572	1	2014	metro
114578	1	2014	metro
114589	1	2014	metro
114643	1	2014	metro
114732	1	2014	metro
114128	1	2014	metro
114133	1	2014	metro
114158	1	2014	metro
114205	1	2014	metro
114275	1	2014	metro
114441	1	2014	metro
114445	1	2014	metro
114668	1	2014	metro
114671	1	2014	metro
114682	1	2014	metro
114689	1	2014	metro
114744	1	2014	metro
114068	1	2014	metro
114137	1	2014	metro
114156	1	2014	metro
114206	1	2014	metro
114244	1	2014	metro
114269	1	2014	metro
114434	1	2014	metro
114439	1	2014	metro
114446	1	2014	metro
114666	1	2014	metro
114669	1	2014	metro
114677	1	2014	metro
114688	1	2014	metro
114718	1	2014	metro
114130	1	2014	metro
114157	1	2014	metro
114198	1	2014	metro
114201	1	2014	metro
114219	1	2014	metro
114220	1	2014	metro
114221	1	2014	metro
114274	1	2014	metro
114350	1	2014	metro
114447	1	2014	metro
114655	1	2014	metro
114662	1	2014	metro
114670	1	2014	metro
114683	1	2014	metro
115280	1	2014	metro
115283	1	2014	metro
115294	1	2014	metro
115295	1	2014	metro
115305	1	2014	metro
115307	1	2014	metro
115313	1	2014	metro
115311	1	2014	metro
115331	1	2014	metro
115340	1	2014	metro
115342	1	2014	metro
115343	1	2014	metro
115357	1	2014	metro
115359	1	2014	metro
115361	1	2014	metro
115370	1	2014	metro
115397	1	2014	metro
114102	1	2014	metro
114104	1	2014	metro
114106	1	2014	metro
114108	1	2014	metro
114113	1	2014	metro
114114	1	2014	metro
114117	1	2014	metro
114190	1	2014	metro
114651	1	2014	metro
114246	1	2014	metro
114030	1	2014	metro
114064	1	2014	metro
114066	1	2014	metro
114067	1	2014	metro
114571	1	2014	metro
114579	1	2014	metro
114580	1	2014	metro
114760	1	2014	metro
114764	1	2014	metro
114069	1	2014	metro
114125	1	2014	metro
114155	1	2014	metro
114168	1	2014	metro
114171	1	2014	metro
114184	1	2014	metro
114199	1	2014	metro
114222	1	2014	metro
114243	1	2014	metro
114259	1	2014	metro
114658	1	2014	metro
114673	1	2014	metro
114676	1	2014	metro
114684	1	2014	metro
114004	1	2014	metro
114020	1	2014	metro
114129	1	2014	metro
114154	1	2014	metro
114169	1	2014	metro
114192	1	2014	metro
114260	1	2014	metro
114370	1	2014	metro
114444	1	2014	metro
114492	1	2014	metro
114527	1	2014	metro
114654	1	2014	metro
114659	1	2014	metro
114678	1	2014	metro
114712	1	2014	metro
114021	1	2014	metro
114126	1	2014	metro
114167	1	2014	metro
114170	1	2014	metro
114242	1	2014	metro
114268	1	2014	metro
114440	1	2014	metro
114588	1	2014	metro
115278	1	2014	metro
115289	1	2014	metro
115296	1	2014	metro
115312	1	2014	metro
115329	1	2014	metro
115330	1	2014	metro
115349	1	2014	metro
115360	1	2014	metro
115371	1	2014	metro
115387	1	2014	metro
115398	1	2014	metro
114358	1	2014	metro
114357	1	2014	metro
114359	1	2014	metro
114753	1	2014	metro
114949	1	2014	metro
114948	1	2014	metro
114027	1	2014	metro
114031	1	2014	metro
114071	1	2014	metro
114072	1	2014	metro
114074	1	2014	metro
114314	1	2014	metro
114315	1	2014	metro
114316	1	2014	metro
114317	1	2014	metro
114318	1	2014	metro
114319	1	2014	metro
114320	1	2014	metro
114321	1	2014	metro
114325	1	2014	metro
114326	1	2014	metro
114327	1	2014	metro
114328	1	2014	metro
114329	1	2014	metro
114330	1	2014	metro
114364	1	2014	metro
114366	1	2014	metro
114368	1	2014	metro
114597	1	2014	metro
114598	1	2014	metro
114600	1	2014	metro
114708	1	2014	metro
114295	1	2014	metro
114297	1	2014	metro
114296	1	2014	metro
114645	1	2014	metro
114280	1	2014	metro
114290	1	2014	metro
114599	1	2014	metro
114696	1	2014	metro
114697	1	2014	metro
114026	1	2014	metro
114276	1	2014	metro
114278	1	2014	metro
114281	1	2014	metro
114291	1	2014	metro
114292	1	2014	metro
114698	1	2014	metro
114025	1	2014	metro
114073	1	2014	metro
114279	1	2014	metro
114284	1	2014	metro
114289	1	2014	metro
114695	1	2014	metro
114699	1	2014	metro
114702	1	2014	metro
115287	1	2014	metro
115290	1	2014	metro
115346	1	2014	metro
115365	1	2014	metro
115382	1	2014	metro
115383	1	2014	metro
115399	1	2014	metro
115400	1	2014	metro
115401	1	2014	metro
115409	1	2014	metro
115410	1	2014	metro
114039	1	2014	metro
114046	1	2014	metro
114055	1	2014	metro
114070	1	2014	metro
114174	1	2014	metro
114175	1	2014	metro
114176	1	2014	metro
114179	1	2014	metro
114478	1	2014	metro
114486	1	2014	metro
114495	1	2014	metro
114496	1	2014	metro
114524	1	2014	metro
114525	1	2014	metro
114526	1	2014	metro
114552	1	2014	metro
114558	1	2014	metro
114594	1	2014	metro
114595	1	2014	metro
114596	1	2014	metro
114605	1	2014	metro
114606	1	2014	metro
114758	1	2014	metro
114432	1	2014	metro
114019	1	2014	metro
114177	1	2014	metro
114431	1	2014	metro
114433	1	2014	metro
114481	1	2014	metro
114553	1	2014	metro
114555	1	2014	metro
114557	1	2014	metro
114665	1	2014	metro
114759	1	2014	metro
114482	1	2014	metro
114554	1	2014	metro
114556	1	2014	metro
114178	1	2014	metro
114430	1	2014	metro
114477	1	2014	metro
114480	1	2014	metro
114559	1	2014	metro
115333	1	2014	metro
115335	1	2014	metro
115389	1	2014	metro
115390	1	2014	metro
115362	1	2014	metro
114428	1	2014	metro
114429	1	2014	metro
114057	1	2014	metro
114724	1	2014	metro
114779	1	2014	metro
114389	1	2014	metro
114778	1	2014	metro
114781	1	2014	metro
114044	1	2014	metro
114777	1	2014	metro
114780	1	2014	metro
114042	1	2014	metro
114391	1	2014	metro
114460	1	2014	metro
114722	1	2014	metro
114737	1	2014	metro
114739	1	2014	metro
114041	1	2014	metro
114043	1	2014	metro
114392	1	2014	metro
114725	1	2014	metro
114728	1	2014	metro
114035	1	2014	metro
114390	1	2014	metro
114393	1	2014	metro
114395	1	2014	metro
114459	1	2014	metro
114723	1	2014	metro
114726	1	2014	metro
114738	1	2014	metro
115304	1	2014	metro
115303	1	2014	metro
115309	1	2014	metro
115310	1	2014	metro
115326	1	2014	metro
115352	1	2014	metro
115353	1	2014	metro
115354	1	2014	metro
115366	1	2014	metro
114479	1	2014	metro
114484	1	2014	metro
114648	1	2014	metro
114038	1	2014	metro
114457	1	2014	metro
114388	1	2014	metro
114458	1	2014	metro
115318	1	2014	metro
114741	1	2014	metro
114404	1	2014	metro
114202	1	2014	metro
114204	1	2014	metro
114203	1	2014	metro
114672	1	2014	metro
114784	1	2014	metro
114322	1	2014	metro
114538	1	2014	metro
114540	1	2014	metro
114542	1	2014	metro
114544	1	2014	metro
114757	1	2014	metro
114539	1	2014	metro
114541	1	2014	metro
114649	1	2014	metro
114755	1	2014	metro
114783	1	2014	metro
114537	1	2014	metro
114543	1	2014	metro
114756	1	2014	metro
115302	1	2014	metro
115356	1	2014	metro
115376	1	2014	metro
115379	1	2014	metro
114255	1	2014	metro
114256	1	2014	metro
114257	1	2014	metro
114362	1	2014	metro
114363	1	2014	metro
114365	1	2014	metro
114367	1	2014	metro
114628	1	2014	metro
114629	1	2014	metro
114630	1	2014	metro
114631	1	2014	metro
114717	1	2014	metro
114283	1	2014	metro
114285	1	2014	metro
114286	1	2014	metro
114701	1	2014	metro
114703	1	2014	metro
114704	1	2014	metro
114282	1	2014	metro
114022	1	2014	metro
114700	1	2014	metro
114277	1	2014	metro
115406	1	2014	metro
115407	1	2014	metro
115412	1	2014	metro
114776	1	2014	metro
114084	1	2014	metro
114775	1	2014	metro
114436	1	2014	metro
114634	1	2014	metro
114638	1	2014	metro
114639	1	2014	metro
114435	1	2014	metro
114635	1	2014	metro
114076	1	2014	metro
114303	1	2014	metro
114304	1	2014	metro
114604	1	2014	metro
114331	1	2014	metro
114332	1	2014	metro
114293	1	2014	metro
114790	2	2014	pt
114791	2	2014	pt
114793	2	2014	pt
114794	2	2014	pt
114795	2	2014	pt
114796	2	2014	pt
114797	2	2014	pt
114798	2	2014	pt
114799	2	2014	pt
114800	2	2014	pt
114801	2	2014	pt
114802	2	2014	pt
114806	2	2014	pt
114807	2	2014	pt
114809	2	2014	pt
114810	2	2014	pt
114815	2	2014	pt
114818	2	2014	pt
114819	2	2014	pt
114820	2	2014	pt
114821	2	2014	pt
114822	2	2014	pt
114823	2	2014	pt
114824	2	2014	pt
114825	2	2014	pt
114826	2	2014	pt
114827	2	2014	pt
114828	2	2014	pt
114829	2	2014	pt
114830	2	2014	pt
114836	2	2014	pt
114837	2	2014	pt
114838	2	2014	pt
114839	2	2014	pt
114840	2	2014	pt
114841	2	2014	pt
114844	2	2014	pt
114845	2	2014	pt
114846	2	2014	pt
114847	2	2014	pt
114850	2	2014	pt
114851	2	2014	pt
114852	2	2014	pt
114853	2	2014	pt
114862	2	2014	pt
114863	2	2014	pt
114864	2	2014	pt
114865	2	2014	pt
114866	2	2014	pt
114867	2	2014	pt
114868	2	2014	pt
114870	2	2014	pt
114871	2	2014	pt
114872	2	2014	pt
114873	2	2014	pt
114881	2	2014	pt
114882	2	2014	pt
114893	2	2014	pt
114894	2	2014	pt
114906	2	2014	pt
114907	2	2014	pt
114923	2	2014	pt
114803	2	2014	pt
114805	2	2014	pt
114808	2	2014	pt
114816	2	2014	pt
114927	2	2014	pt
114922	2	2014	pt
114831	2	2014	pt
114919	2	2014	pt
114814	2	2014	pt
114817	2	2014	pt
114792	2	2014	pt
114869	2	2014	pt
114804	2	2014	pt
115429	2	2014	pt
115430	2	2014	pt
115431	2	2014	pt
115433	2	2014	pt
115434	2	2014	pt
115435	2	2014	pt
115437	2	2014	pt
115438	2	2014	pt
115440	2	2014	pt
115441	2	2014	pt
114908	2	2014	pt
114834	2	2014	pt
115439	2	2014	pt
114835	2	2014	pt
114811	2	2014	pt
114848	2	2014	pt
114849	2	2014	pt
114920	2	2014	pt
114921	2	2014	pt
114813	2	2014	pt
114812	2	2014	pt
115436	2	2014	pt
114832	2	2014	pt
114842	2	2014	pt
114843	2	2014	pt
114854	2	2014	pt
114855	2	2014	pt
114856	2	2014	pt
114857	2	2014	pt
114858	2	2014	pt
114859	2	2014	pt
114860	2	2014	pt
114861	2	2014	pt
114909	2	2014	pt
114910	2	2014	pt
114833	2	2014	pt
115427	2	2014	pt
115428	2	2014	pt
114974	3	2014	ct
114982	3	2014	ct
114991	3	2014	ct
114994	3	2014	ct
114996	3	2014	ct
115003	3	2014	ct
115011	3	2014	ct
115012	3	2014	ct
115013	3	2014	ct
115014	3	2014	ct
115021	3	2014	ct
115031	3	2014	ct
115032	3	2014	ct
115058	3	2014	ct
115024	3	2014	ct
115065	3	2014	ct
114985	3	2014	ct
114986	3	2014	ct
114995	3	2014	ct
114998	3	2014	ct
115006	3	2014	ct
114997	3	2014	ct
115002	3	2014	ct
115044	3	2014	ct
115067	3	2014	ct
115066	3	2014	ct
115020	3	2014	ct
115009	3	2014	ct
115010	3	2014	ct
115015	3	2014	ct
115016	3	2014	ct
115018	3	2014	ct
115019	3	2014	ct
115022	3	2014	ct
115023	3	2014	ct
115025	3	2014	ct
115026	3	2014	ct
115045	3	2014	ct
115029	3	2014	ct
115030	3	2014	ct
115007	3	2014	ct
114968	3	2014	ct
114999	3	2014	ct
115000	3	2014	ct
115001	3	2014	ct
115008	3	2014	ct
114972	3	2014	ct
115053	3	2014	ct
115414	3	2014	ct
115418	3	2014	ct
115419	3	2014	ct
115420	3	2014	ct
115036	3	2014	ct
115037	3	2014	ct
115033	3	2014	ct
115035	3	2014	ct
114966	3	2014	ct
114969	3	2014	ct
114988	3	2014	ct
114990	3	2014	ct
114993	3	2014	ct
115039	3	2014	ct
114989	3	2014	ct
114992	3	2014	ct
114987	3	2014	ct
115038	3	2014	ct
115416	3	2014	ct
115417	3	2014	ct
115422	3	2014	ct
115426	3	2014	ct
114964	3	2014	ct
114971	3	2014	ct
114963	3	2014	ct
114967	3	2014	ct
114970	3	2014	ct
115047	3	2014	ct
115048	3	2014	ct
115050	3	2014	ct
115051	3	2014	ct
115068	3	2014	ct
114965	3	2014	ct
115046	3	2014	ct
115049	3	2014	ct
115052	3	2014	ct
115069	3	2014	ct
115070	3	2014	ct
114973	3	2014	ct
115054	3	2014	ct
115421	3	2014	ct
115041	3	2014	ct
115064	3	2014	ct
115042	3	2014	ct
115043	3	2014	ct
115062	3	2014	ct
115063	3	2014	ct
115415	3	2014	ct
115424	3	2014	ct
115425	3	2014	ct
115004	3	2014	ct
115005	3	2014	ct
115028	3	2014	ct
115055	3	2014	ct
114975	3	2014	ct
115017	3	2014	ct
114962	3	2014	ct
115034	3	2014	ct
114953	4	2014	kt
114954	4	2014	kt
114955	4	2014	kt
114956	4	2014	kt
115104	4	2014	kt
115105	4	2014	kt
115106	4	2014	kt
115107	4	2014	kt
115108	4	2014	kt
115109	4	2014	kt
115110	4	2014	kt
115111	4	2014	kt
115112	4	2014	kt
115116	4	2014	kt
115117	4	2014	kt
115119	4	2014	kt
115120	4	2014	kt
115121	4	2014	kt
115122	4	2014	kt
115123	4	2014	kt
115124	4	2014	kt
115125	4	2014	kt
115126	4	2014	kt
115127	4	2014	kt
115128	4	2014	kt
115129	4	2014	kt
115130	4	2014	kt
115131	4	2014	kt
115132	4	2014	kt
115133	4	2014	kt
115134	4	2014	kt
115135	4	2014	kt
115136	4	2014	kt
115137	4	2014	kt
115138	4	2014	kt
115139	4	2014	kt
115140	4	2014	kt
115141	4	2014	kt
115142	4	2014	kt
115143	4	2014	kt
115144	4	2014	kt
115145	4	2014	kt
115146	4	2014	kt
115147	4	2014	kt
115148	4	2014	kt
115149	4	2014	kt
115151	4	2014	kt
115153	4	2014	kt
115159	4	2014	kt
115160	4	2014	kt
115161	4	2014	kt
115162	4	2014	kt
115163	4	2014	kt
115164	4	2014	kt
115165	4	2014	kt
115166	4	2014	kt
115167	4	2014	kt
115168	4	2014	kt
115169	4	2014	kt
115170	4	2014	kt
115171	4	2014	kt
115172	4	2014	kt
115173	4	2014	kt
115174	4	2014	kt
115175	4	2014	kt
115176	4	2014	kt
115177	4	2014	kt
115178	4	2014	kt
115179	4	2014	kt
115180	4	2014	kt
115181	4	2014	kt
115182	4	2014	kt
115183	4	2014	kt
115184	4	2014	kt
115185	4	2014	kt
115186	4	2014	kt
115187	4	2014	kt
115188	4	2014	kt
115190	4	2014	kt
115194	4	2014	kt
115196	4	2014	kt
115197	4	2014	kt
115198	4	2014	kt
115199	4	2014	kt
115200	4	2014	kt
115201	4	2014	kt
115203	4	2014	kt
115204	4	2014	kt
115209	4	2014	kt
115210	4	2014	kt
115211	4	2014	kt
115212	4	2014	kt
115071	4	2014	kt
115072	4	2014	kt
115073	4	2014	kt
115074	4	2014	kt
115075	4	2014	kt
115076	4	2014	kt
115077	4	2014	kt
115078	4	2014	kt
115079	4	2014	kt
115081	4	2014	kt
115082	4	2014	kt
115083	4	2014	kt
115084	4	2014	kt
115085	4	2014	kt
115086	4	2014	kt
115087	4	2014	kt
115088	4	2014	kt
115089	4	2014	kt
115090	4	2014	kt
115091	4	2014	kt
115092	4	2014	kt
115093	4	2014	kt
115094	4	2014	kt
115095	4	2014	kt
115096	4	2014	kt
115097	4	2014	kt
115098	4	2014	kt
115099	4	2014	kt
115100	4	2014	kt
115101	4	2014	kt
115102	4	2014	kt
115103	4	2014	kt
115195	4	2014	kt
115202	4	2014	kt
115254	4	2014	kt
115255	4	2014	kt
115256	4	2014	kt
115274	4	2014	kt
115276	4	2014	kt
115253	4	2014	kt
115259	4	2014	kt
115267	4	2014	kt
115268	4	2014	kt
115269	4	2014	kt
115270	4	2014	kt
115271	4	2014	kt
115272	4	2014	kt
115264	4	2014	kt
115265	4	2014	kt
115266	4	2014	kt
115113	4	2014	kt
115114	4	2014	kt
115115	4	2014	kt
115118	4	2014	kt
115150	4	2014	kt
115154	4	2014	kt
115155	4	2014	kt
115156	4	2014	kt
115157	4	2014	kt
115158	4	2014	kt
115258	4	2014	kt
115273	4	2014	kt
115261	4	2014	kt
115262	4	2014	kt
115263	4	2014	kt
115277	4	2014	kt
115257	4	2014	kt
115275	4	2014	kt
115260	4	2014	kt
115252	4	2014	kt
115080	4	2014	kt
115193	4	2014	kt
115152	4	2014	kt
115192	4	2014	kt
115189	4	2014	kt
115191	4	2014	kt
114928	5	2014	wsf
114929	5	2014	wsf
114930	5	2014	wsf
114931	5	2014	wsf
114932	5	2014	wsf
114933	5	2014	wsf
114934	5	2014	wsf
114935	5	2014	wsf
114936	5	2014	wsf
114939	5	2014	wsf
114940	5	2014	wsf
