OBJECTID,LineID,hdw_5to6,hdw_6to7,hdw_7to8,hdw_9to10,hdw_10to14,hdw_14to15,hdw_15to16,hdw_16to17,hdw_17to18,hdw_18to20,hdw_8to9,id
1,114790,0.000000000000000,60.000000000000000,60.000000000000000,60.000000000000000,60.000000000000000,60.000000000000000,60.000000000000000,60.000000000000000,60.000000000000000,120.000000000000000,60.000000000000000,4790
2,114791,0.000000000000000,60.000000000000000,60.000000000000000,60.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,60.000000000000000,4791
3,114907,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,60.000000000000000,60.000000000000000,60.000000000000000,60.000000000000000,60.000000000000000,0.000000000000000,0.000000000000000,4907
4,114919,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,60.000000000000000,30.000000000000000,60.000000000000000,120.000000000000000,0.000000000000000,4919
5,114792,60.000000000000000,60.000000000000000,30.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,4792
6,114793,0.000000000000000,60.000000000000000,30.000000000000000,60.000000000000000,60.000000000000000,30.000000000000000,30.000000000000000,30.000000000000000,30.000000000000000,120.000000000000000,30.000000000000000,4793
7,114794,0.000000000000000,30.000000000000000,30.000000000000000,60.000000000000000,60.000000000000000,30.000000000000000,30.000000000000000,30.000000000000000,30.000000000000000,120.000000000000000,30.000000000000000,4794
8,114795,0.000000000000000,60.000000000000000,60.000000000000000,60.000000000000000,60.000000000000000,0.000000000000000,60.000000000000000,30.000000000000000,0.000000000000000,120.000000000000000,60.000000000000000,4795
9,114796,0.000000000000000,60.000000000000000,60.000000000000000,60.000000000000000,60.000000000000000,60.000000000000000,60.000000000000000,60.000000000000000,60.000000000000000,0.000000000000000,60.000000000000000,4796
10,114797,60.000000000000000,60.000000000000000,60.000000000000000,60.000000000000000,60.000000000000000,60.000000000000000,60.000000000000000,60.000000000000000,0.000000000000000,0.000000000000000,60.000000000000000,4797
11,114798,0.000000000000000,60.000000000000000,60.000000000000000,60.000000000000000,60.000000000000000,60.000000000000000,60.000000000000000,60.000000000000000,0.000000000000000,0.000000000000000,60.000000000000000,4798
12,114803,20.000000000000000,20.000000000000000,15.000000000000000,20.000000000000000,20.000000000000000,20.000000000000000,15.000000000000000,15.000000000000000,20.000000000000000,40.000000000000000,20.000000000000000,4803
13,114804,60.000000000000000,60.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,4804
14,114799,0.000000000000000,60.000000000000000,60.000000000000000,60.000000000000000,60.000000000000000,60.000000000000000,60.000000000000000,60.000000000000000,60.000000000000000,0.000000000000000,60.000000000000000,4799
15,114800,0.000000000000000,60.000000000000000,60.000000000000000,60.000000000000000,60.000000000000000,60.000000000000000,60.000000000000000,60.000000000000000,60.000000000000000,120.000000000000000,60.000000000000000,4800
16,114805,30.000000000000000,15.000000000000000,15.000000000000000,20.000000000000000,20.000000000000000,20.000000000000000,20.000000000000000,15.000000000000000,20.000000000000000,60.000000000000000,15.000000000000000,4805
17,114806,60.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,60.000000000000000,0.000000000000000,4806
18,114801,60.000000000000000,60.000000000000000,60.000000000000000,60.000000000000000,60.000000000000000,60.000000000000000,60.000000000000000,60.000000000000000,60.000000000000000,60.000000000000000,60.000000000000000,4801
19,114802,0.000000000000000,60.000000000000000,60.000000000000000,60.000000000000000,60.000000000000000,60.000000000000000,60.000000000000000,60.000000000000000,60.000000000000000,40.000000000000000,60.000000000000000,4802
20,114807,0.000000000000000,60.000000000000000,30.000000000000000,30.000000000000000,30.000000000000000,30.000000000000000,30.000000000000000,30.000000000000000,30.000000000000000,30.000000000000000,30.000000000000000,4807
21,114808,0.000000000000000,30.000000000000000,30.000000000000000,30.000000000000000,30.000000000000000,30.000000000000000,30.000000000000000,30.000000000000000,30.000000000000000,30.000000000000000,30.000000000000000,4808
22,114809,0.000000000000000,30.000000000000000,30.000000000000000,30.000000000000000,30.000000000000000,30.000000000000000,30.000000000000000,30.000000000000000,30.000000000000000,40.000000000000000,30.000000000000000,4809
23,114810,0.000000000000000,30.000000000000000,30.000000000000000,30.000000000000000,30.000000000000000,30.000000000000000,30.000000000000000,30.000000000000000,30.000000000000000,40.000000000000000,30.000000000000000,4810
24,114812,60.000000000000000,30.000000000000000,30.000000000000000,30.000000000000000,48.000000000000000,30.000000000000000,60.000000000000000,30.000000000000000,60.000000000000000,60.000000000000000,60.000000000000000,4812
25,114811,0.000000000000000,60.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,4811
26,114813,0.000000000000000,30.000000000000000,30.000000000000000,60.000000000000000,40.000000000000000,60.000000000000000,30.000000000000000,60.000000000000000,30.000000000000000,120.000000000000000,60.000000000000000,4813
27,115436,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,60.000000000000000,0.000000000000000,5436
28,114815,0.000000000000000,60.000000000000000,0.000000000000000,60.000000000000000,40.000000000000000,30.000000000000000,60.000000000000000,30.000000000000000,60.000000000000000,120.000000000000000,30.000000000000000,4815
29,114814,60.000000000000000,0.000000000000000,60.000000000000000,60.000000000000000,120.000000000000000,0.000000000000000,60.000000000000000,0.000000000000000,60.000000000000000,120.000000000000000,0.000000000000000,4814
30,114817,0.000000000000000,60.000000000000000,0.000000000000000,0.000000000000000,120.000000000000000,60.000000000000000,0.000000000000000,60.000000000000000,0.000000000000000,120.000000000000000,60.000000000000000,4817
31,114816,0.000000000000000,0.000000000000000,30.000000000000000,30.000000000000000,40.000000000000000,60.000000000000000,30.000000000000000,60.000000000000000,30.000000000000000,120.000000000000000,60.000000000000000,4816
