,model_shape_id,gtfs_shape_id,LineID,operator,feed,service_id
638,115415,14SEP-Weekday-810n-1,115415,3,ct,WEEKDAY
659,115001,116-wb-Weekday,115001,3,ct,WEEKDAY
660,115008,130-wb-Weekday,115008,3,ct,WEEKDAY
670,114986,701-sb-Weekday,114986,3,ct,WEEKDAY
671,114998,115-eb-Weekday,114998,3,ct,WEEKDAY
687,115020,227-sb-Weekday,115020,3,ct,WEEKDAY
693,114996,113-nb-Weekday,114996,3,ct,WEEKDAY
694,115003,119-sb-Weekday,115003,3,ct,WEEKDAY
695,115005,120-wb-Weekday,115005,3,ct,WEEKDAY
696,115011,201-nb-Weekday,115011,3,ct,WEEKDAY
701,115067,14SEP-Weekday-277e-0,115067,3,ct,WEEKDAY
753,115014,202-sb-Weekday,115014,3,ct,WEEKDAY
754,115021,230-eb-Weekday,115021,3,ct,WEEKDAY
789,114971,422-sb-Weekday,114971,3,ct,WEEKDAY
798,115033,14SEP-Weekday-280e-1,115033,3,ct,WEEKDAY
837,114982,111-wb-Weekday,114982,3,ct,WEEKDAY
838,114991,112-nb-Weekday,114991,3,ct,WEEKDAY
862,114995,101-nb-Weekday,114995,3,ct,WEEKDAY
867,115006,101-sb-Weekday,115006,3,ct,WEEKDAY
879,114962,106-sb-Weekday,114962,3,ct,WEEKDAY
886,114990,871-sb-Weekday,114990,3,ct,WEEKDAY
887,115041,855-nb-Weekday,115041,3,ct,WEEKDAY
888,115069,405-nb-Weekday,115069,3,ct,WEEKDAY
892,115064,14SEP-Weekday-880n-1,115064,3,ct,WEEKDAY
893,115042,860-nb-Weekday,115042,3,ct,WEEKDAY
896,115046,412-nb-Weekday,115046,3,ct,WEEKDAY
898,115004,120-eb-Weekday,115004,3,ct,WEEKDAY
902,115044,14SEP-Weekday-270277e-14,115044,3,ct,WEEKDAY
907,115022,240-eb-Weekday,115022,3,ct,WEEKDAY
997,115015,220-eb-Weekday,115015,3,ct,WEEKDAY
998,115016,220-wb-Weekday,115016,3,ct,WEEKDAY
999,115058,111-eb-Weekday,115058,3,ct,WEEKDAY
1041,115038,402-sb-Weekday,115038,3,ct,WEEKDAY
1042,115049,416-nb-Weekday,115049,3,ct,WEEKDAY
1053,115414,230-wb-Weekday,115414,3,ct,WEEKDAY
1054,115418,14SEP-Weekday-270277e-18,115418,3,ct,WEEKDAY
1055,115419,14SEP-Weekday-270277w-0,115419,3,ct,WEEKDAY
1056,115425,14SEP-Weekday-855-8n-5,115425,3,ct,WEEKDAY
1057,115426,14SEP-Weekday-855-8s-12,115426,3,ct,WEEKDAY
1215,114970,421-sb-Weekday,114970,3,ct,WEEKDAY
1246,114964,412-sb-Weekday,114964,3,ct,WEEKDAY
1252,114967,416-sb-Weekday,114967,3,ct,WEEKDAY
1275,114973,425-sb-Weekday,114973,3,ct,WEEKDAY
1295,115422,14SEP-Weekday-402417s-17,115422,3,ct,WEEKDAY
1347,114965,413-sb-Weekday,114965,3,ct,WEEKDAY
1348,114975,435-sb-Weekday,114975,3,ct,WEEKDAY
1415,115416,14SEP-Weekday-810s-1,115416,3,ct,WEEKDAY
8,115218,RT17SB01,115218,7,Everett,WEEKDAY
176,115249,RT29NB01_ALL,115249,7,Everett,WEEKDAY
211,115239,RT701NB01,115239,7,Everett,WEEKDAY
212,115229,RT3NB02_VR,115229,7,Everett,WEEKDAY
254,115225,RT2CC01,115225,7,Everett,WEEKDAY
255,115223,RT29SB01_ALL,115223,7,Everett,WEEKDAY
284,115235,RT4CW01,115235,7,Everett,WEEKDAY
328,115243,RT70WB01,115243,7,Everett,WEEKDAY
464,115232,RT3SB02_68,115232,7,Everett,WEEKDAY
465,115233,RT3SB02_68VR,115233,7,Everett,WEEKDAY
466,115247,RT8SB01,115247,7,Everett,WEEKDAY
467,115248,RT18WB01,115248,7,Everett,WEEKDAY
521,115230,RT3SB01,115230,7,Everett,WEEKDAY
522,115231,RT3SB01_VR,115231,7,Everett,WEEKDAY
523,115219,RT17SB02MCC,115219,7,Everett,WEEKDAY
524,115228,RT3NB02,115228,7,Everett,WEEKDAY
595,115242,RT70EB02,115242,7,Everett,WEEKDAY
596,115244,RT7NB01,115244,7,Everett,WEEKDAY
672,115226,RT3NB01,115226,7,Everett,WEEKDAY
673,115227,RT3NB01_VR,115227,7,Everett,WEEKDAY
675,115240,RT701SB01,115240,7,Everett,WEEKDAY
688,115214,RT12CW01,115214,7,Everett,WEEKDAY
703,115216,RT17NB01,115216,7,Everett,WEEKDAY
704,115217,RT17NB02MCC,115217,7,Everett,WEEKDAY
746,115224,RT29SB02,115224,7,Everett,WEEKDAY
799,115221,RT18EB02_GH,115221,7,Everett,WEEKDAY
800,115222,RT29NB02,115222,7,Everett,WEEKDAY
801,115236,RT5CC01,115236,7,Everett,WEEKDAY
802,115237,RT6NB01,115237,7,Everett,WEEKDAY
868,115215,RT12CW02_G72,115215,7,Everett,WEEKDAY
869,115245,RT7SB01,115245,7,Everett,WEEKDAY
870,115246,RT8NB01,115246,7,Everett,WEEKDAY
903,115220,RT18EB01,115220,7,Everett,WEEKDAY
904,115234,RT3SB03,115234,7,Everett,WEEKDAY
905,115250,RT3SB02,115250,7,Everett,WEEKDAY
906,115251,RT7SB02_WCAS,115251,7,Everett,WEEKDAY
1044,115238,RT6SB01,115238,7,Everett,WEEKDAY
1045,115241,RT70EB01,115241,7,Everett,WEEKDAY
