,Unnamed: 0,LineID,TransLineNo,Mode,Description,EditNotes,Processing,short_name,long_name,shape_id,route_id,frood_of_payment,ft_mode,id,route_id1,vehicle_name,proof_of_payment
409,409,4845,PT42S,b,42 McKinley Ave SB,FEB14-42596,2042,PT42S,42 McKinley Ave SB,FEB14-42596,2042,0,b,4845,2042,b1,0
410,410,4850,PT48N,b,48 Sheridan-M St NB,FEB14-484159,2048,PT48N,48 Sheridan-M St NB,FEB14-484159,2048,0,b,4850,2048,b1,0
411,411,4855,PT500W,b,500 Federal Way SB,FEB14-5005153,2500,PT500W,500 Federal Way SB,FEB14-5005153,2500,0,b,4855,2500,b1,0
412,412,4856,PT500Wa,b,500 Federal Way SB,FEB14-5005151,2500,PT500Wa,500 Federal Way SB,FEB14-5005151,2500,0,b,4856,2500,b1,0
413,413,4859,PT501Wa,b,501 Miltn-Fed Way SB,FEB14-5015211,2501,PT501Wa,501 Miltn-Fed Way SB,FEB14-5015211,2501,0,b,4859,2501,b1,0
414,414,4864,PT51S,b,51 Union Ave SB,FEB14-51590,2051,PT51S,51 Union Ave SB,FEB14-51590,2051,0,b,4864,2051,b1,0
415,415,4865,PT52E,b,52 TCC-Tac Mall EB,FEB14-528114,2052,PT52E,52 TCC-Tac Mall EB,FEB14-528114,2052,0,b,4865,2052,b1,0
416,416,4867,PT53E,b,53 University Plc EB,FEB14-538345,2053,PT53E,53 University Plc EB,FEB14-538345,2053,0,b,4867,2053,b1,0
417,417,4804,PT1Na,b,1 6th Ave-Pacific NB,FEB14-14303,2001,PT1Na,1 6th Ave-Pacific NB,FEB14-14303,2001,0,b,4804,2001,b1,0
418,418,4882,PT56W,b,56 56th St WB,FEB14-56974,2056,PT56W,56 56th St WB,FEB14-56974,2056,0,b,4882,2056,b1,0
419,419,4893,PT57N,b,57 Tacoma Mall NB,FEB14-574110,2057,PT57N,57 Tacoma Mall NB,FEB14-574110,2057,0,b,4893,2057,b1,0
420,420,4923,PT497S,b,497 Lakeland Hill c*,FEB14-497517,2497,PT497S,497 Lakeland Hill c*,FEB14-497517,2497,0,b,4923,2497,b1,0
421,421,4926,596E,b,596 Bonney Lake/Sum*,FEB14-59685,6596,596E,596 Bonney Lake/Sum*,FEB14-59685,6596,0,b,4926,6596,b1,0
422,422,4808,PT202W,b,202 72nd Street WB,FEB14-2029130,2202,PT202W,202 72nd Street WB,FEB14-2029130,2202,0,b,4808,2202,b1,0
423,423,4816,PT212W,b,212 Steilacoom WB,FEB14-2129161,2212,PT212W,212 Steilacoom WB,FEB14-2129161,2212,0,b,4816,2212,b1,0
424,424,4560,MK_70,b,70 University Distr*,11070030,1070,MK_70,70 University Distr*,11070030,1070,0,b,4560,1070,b1,0
425,425,4561,MK_70,b,70 University Distr*,11070032,1070,MK_70,70 University Distr*,11070032,1070,0,b,4561,1070,b1,0
426,426,4620,MK_910,b,910 Supermall - Nor*,20910002,1910,MK_910,910 Supermall - Nor*,20910002,1910,0,b,4620,1910,b1,0
427,427,4935,WFSBRa,f,WSF SEA-BREMERTON EB,47,5999,WFSBRa,WSF SEA-BREMERTON EB,47,5999,0,f,4935,5999,f1,0
428,428,4957,MKFF1a,f,KCFD E BAY WTR TX WB,31973011,5999,MKFF1a,KCFD E BAY WTR TX WB,31973011,5999,0,f,4957,5999,f1,0
429,429,4436,MK_372,p,372 Woodinville/Uni*,20372047,1372,MK_372,372 Woodinville/Uni*,20372047,1372,0,p,4436,1372,p1,0
430,430,4974,110West,b,110 MLT P&R-Edmonds,110-wb-Weekday,3110,110West,110 MLT P&R-Edmonds,110-wb-Weekday,3110,0,b,4974,3110,b1,0
431,431,5013,202North,b,202 Lynn TC-Smoky Pt,202-nb-Weekday,3202,202North,202 Lynn TC-Smoky Pt,202-nb-Weekday,3202,0,b,5013,3202,b1,0
432,432,5018,222East,b,222 Tulalip-Marysvil,222-eb-Weekday,3222,222East,222 Tulalip-Marysvil,222-eb-Weekday,3222,0,b,5018,3222,b1,0
433,433,5019,222West,b,222 Marysvil-Tulalip,222-wb-Weekday,3222,222West,222 Marysvil-Tulalip,222-wb-Weekday,3222,0,b,5019,3222,b1,0
434,434,5188,KT91Sa,b,91 Kingston-Bainbrdg,91k_e_T01,4091,KT91Sa,91 Kingston-Bainbrdg,91k_e_T01,4091,0,b,5188,4091,b1,0
435,435,5076,KT22W,b,22 Gateway ExpressW,22p_T02,4022,KT22W,22 Gateway ExpressW,22p_T02,4022,0,b,5076,4022,b1,0
436,436,5077,KT23N,b,23 Kariotis/Tracyto*,23take_T01,4023,KT23N,23 Kariotis/Tracyto*,23take_T01,4023,0,b,5077,4023,b1,0
437,437,5083,KT85W,b,85 Mullenix ExpressW,85pm_T01,4085,KT85W,85 Mullenix ExpressW,85pm_T01,4085,0,b,5083,4085,b1,0
438,438,5084,KT85Wa,b,85 Mullenix ExpressW,85_T04,4085,KT85Wa,85 Mullenix ExpressW,85_T04,4085,0,b,5084,4085,b1,0
439,439,5096,KT94N,b,94 Agate PointN,94_day_T01,4094,KT94N,94 Agate PointN,94_day_T01,4094,0,b,5096,4094,b1,0
440,440,5097,KT94Na,b,94 Agate PointN,94f_T01,4094,KT94Na,94 Agate PointN,94f_T01,4094,0,b,5097,4094,b1,0
441,441,5024,247South,b,desc needed,247-sb-Weekday,3247,247South,desc needed,247-sb-Weekday,3247,0,b,5024,3247,b1,0
442,442,5065,227North,b,desc needed,227-nb-Weekday,3227,227North,desc needed,227-nb-Weekday,3227,0,b,5065,3227,b1,0
443,443,4223,MK_18,p,18 North Beach/Down*,20018495,1018,MK_18,18 North Beach/Down*,20018495,1018,0,p,4223,1018,p1,0
444,444,4361,MK_27,b,27 Yesler-Leschi Pa*,21027027,1027,MK_27,27 Yesler-Leschi Pa*,21027027,1027,0,b,4361,1027,b1,0
445,445,4408,MK_33,b,33 Ft Lawton,11033055,1033,MK_33,33 Ft Lawton,11033055,1033,0,b,4408,1033,b1,0
446,446,4531,MK_62,b,62 SODO-Ballard Rev*,11062024,1062,MK_62,62 SODO-Ballard Rev*,11062024,1062,0,b,4531,1062,b1,0
447,447,4533,MK_65,b,65 NTC to UW,11065079,1065,MK_65,65 NTC to UW,11065079,1065,0,b,4533,1065,b1,0
448,448,5028,105South,b,105 Mariner P&R-Both,105-sb-Weekday,3105,105South,105 Mariner P&R-Both,105-sb-Weekday,3105,0,b,5028,3105,b1,0
449,449,5039,405South,b,405 Edmonds-Sea CBD,405-sb-Weekday,3405,405South,405 Edmonds-Sea CBD,405-sb-Weekday,3405,0,b,5039,3405,b1,0
450,450,5043,871North,b,desc needed,871-nb-Weekday,3871,871North,desc needed,871-nb-Weekday,3871,0,b,5043,3871,b1,0
451,451,5050,417North,b,desc needed,14SEP-Weekday-417n-3,3417,417North,desc needed,14SEP-Weekday-417n-3,3417,0,b,5050,3417,b1,0
452,452,5301,MK_C Line,b,C Line test,21673010,1673,MK_C Line,C Line test,21673010,1673,0,b,5301,1673,b1,0
453,453,4657,MK_113,b,113 Shorewood  Whit*,21113010,1113,MK_113,113 Shorewood  Whit*,21113010,1113,0,b,4657,1113,b1,0
454,454,4663,MK_121,b,121 Normandy Park e*,21121093,1121,MK_121,121 Normandy Park e*,21121093,1121,0,b,4663,1121,b1,0
455,455,4449,MK_4,b,4 Judkins / E QA,21004568,1004,MK_4,4 Judkins / E QA,21004568,1004,0,b,4449,1004,b1,0
456,456,5062,821North,b,desc needed,14SEP-Weekday-821n-1,3821,821North,desc needed,14SEP-Weekday-821n-1,3821,0,b,5062,3821,b1,0
457,457,5068,402North,b,desc needed,402-nb-Weekday,3402,402North,desc needed,402-nb-Weekday,3402,0,b,5068,3402,b1,0
458,458,4384,MK_3,b,3 Route 3,21003564,1003,MK_3,3 Route 3,21003564,1003,0,b,4384,1003,b1,0
459,459,4390,MK_301,p,301 Aurora Village-*,20301133,1301,MK_301,301 Aurora Village-*,20301133,1301,0,p,4390,1301,p1,0
460,460,4393,MK_304,b,304 Richmond Beach *,20304020,1304,MK_304,304 Richmond Beach *,20304020,1304,0,b,4393,1304,b1,0
461,461,4397,MK_31,b,31 Magnolia to Univ*,31031046,1031,MK_31,31 Magnolia to Univ*,31031046,1031,0,b,4397,1031,b1,0
462,462,4672,MK_16,b,16 Meridian,11016147,1016,MK_16,16 Meridian,11016147,1016,0,b,4672,1016,b1,0
463,463,4997,113South,b,113 Muk-Ash Way P&R,113-sb-Weekday,3113,113South,113 Muk-Ash Way P&R,113-sb-Weekday,3113,0,b,4997,3113,b1,0
464,464,5002,119North,b,119 MLT P&R-Ash P&R,119-nb-Weekday,3119,119North,119 MLT P&R-Ash P&R,119-nb-Weekday,3119,0,b,5002,3119,b1,0
465,465,5034,106North,b,106 Both-Mariner P&R,106-nb-Weekday,3106,106North,106 Both-Mariner P&R,106-nb-Weekday,3106,0,b,5034,3106,b1,0
466,466,5066,247North,b,desc needed,247-nb-Weekday,3247,247North,desc needed,247-nb-Weekday,3247,0,b,5066,3247,b1,0
467,467,5232,ET3,b,3 Evt Stn-Casino Rd,RT3SB02_68,7003,ET3,3 Evt Stn-Casino Rd,RT3SB02_68,7003,0,b,5232,7003,b1,0
468,468,5233,ET3,b,3 Evt Stn-Casino Rd,RT3SB02_68VR,7003,ET3,3 Evt Stn-Casino Rd,RT3SB02_68VR,7003,0,b,5233,7003,b1,0
469,469,5247,ET8,b,8 Evt Stn-Airport Rd,RT8SB01,7008,ET8,8 Evt Stn-Airport Rd,RT8SB01,7008,0,b,5247,7008,b1,0
470,470,5248,ET18,b,18 Evt Stn-Mukilteo,RT18WB01,7018,ET18,18 Evt Stn-Mukilteo,RT18WB01,7018,0,b,5248,7018,b1,0
471,471,5265,KT86,b,86 Southworth Shutt*,86d_T02,4086,KT86,86 Southworth Shutt*,86d_T02,4086,0,b,5265,4086,b1,0
472,472,5266,KT86,b,86 Southworth Shutt*,86i_T01,4086,KT86,86 Southworth Shutt*,86i_T01,4086,0,b,5266,4086,b1,0
473,473,5053,424North,b,desc needed,424-nb-Weekday,3424,424North,desc needed,424-nb-Weekday,3424,0,b,5053,3424,b1,0
474,474,5351,MK_33,b,Ft Lawton,11033052,1033,MK_33,Ft Lawton,11033052,1033,0,b,5351,1033,b1,0
475,475,5356,MK_67,b,Northgate to UW Cam*,11067061,1067,MK_67,Northgate to UW Cam*,11067061,1067,0,b,5356,1067,b1,0
476,476,5358,MK_75,b,UW - NTC - Ballard,11075162,1075,MK_75,UW - NTC - Ballard,11075162,1075,0,b,5358,1075,b1,0
477,477,5410,MK_226,b,BTC Crossroads East*,40226436,1226,MK_226,BTC Crossroads East*,40226436,1226,0,b,5410,1226,b1,0
478,478,5411,MK_249,b,Bellevue/Overlake/R*,41249114,1249,MK_249,Bellevue/Overlake/R*,41249114,1249,0,b,5411,1249,b1,0
479,479,5420,277,b,14SEP-Weekday-27027*,14SEP-Weekday-270277w-1,3277,277,14SEP-Weekday-27027*,14SEP-Weekday-270277w-1,3277,0,b,5420,3277,b1,0
480,480,5421,417,b,14SEP-Weekday-40241*,14SEP-Weekday-402417n-19,3417,417,14SEP-Weekday-40241*,14SEP-Weekday-402417n-19,3417,0,b,5421,3417,b1,0
481,481,5439,402,b,Meridian/Federal Way,FEB14-4024424,2402,402,Meridian/Federal Way,FEB14-4024424,2402,0,b,5439,2402,b1,0
482,482,5440,409,b,Puyallup/72nd,FEB14-4098108,2409,409,Puyallup/72nd,FEB14-4098108,2409,0,b,5440,2409,b1,0
483,483,5441,48,b,Sheridan M St,FEB14-484154,2048,48,Sheridan M St,FEB14-484154,2048,0,b,5441,2048,b1,0
484,484,4195,MK_154,b,154 Tukwila Station*,10154058,1154,MK_154,154 Tukwila Station*,10154058,1154,0,b,4195,1154,b1,0
485,485,4045,MK_43,b,43 cbd/u-district,20043033,1043,MK_43,43 cbd/u-district,20043033,1043,0,b,4045,1043,b1,0
486,486,4139,MK_12,b,12 interlaken park,10012036,1012,MK_12,12 interlaken park,10012036,1012,0,b,4139,1012,b1,0
487,487,4140,MK_12,b,12 interlaken park,21012029,1012,MK_12,12 interlaken park,21012029,1012,0,b,4140,1012,b1,0
488,488,4194,MK_153,b,153 Kent/Renton Shu*,21153016,1153,MK_153,153 Kent/Renton Shu*,21153016,1153,0,b,4194,1153,b1,0
489,489,4241,MK_19,b,19 Magnolia,20019026,1019,MK_19,19 Magnolia,20019026,1019,0,b,4241,1019,b1,0
490,490,4324,MK_244,b,244 Kenmore Kingsga*,20244007,1244,MK_244,244 Kenmore Kingsga*,20244007,1244,0,b,4324,1244,b1,0
491,491,4325,MK_245,b,245 Factoria - Kirk*,11245093,1245,MK_245,245 Factoria - Kirk*,11245093,1245,0,b,4325,1245,b1,0
492,492,4465,MK_43,b,43 cbd/u-district,20043030,1043,MK_43,43 cbd/u-district,20043030,1043,0,b,4465,1043,b1,0
493,493,4770,MK_913,b,913 Kent - Riverview,31913009,1913,MK_913,913 Kent - Riverview,31913009,1913,0,b,4770,1913,b1,0
494,494,4197,MK_156,b,156 SeaTac - Southc*,40156017,1156,MK_156,156 SeaTac - Southc*,40156017,1156,0,b,4197,1156,b1,0
495,495,4801,PT16E,b,16 UPS-TCC EB,FEB14-168151,2016,PT16E,16 UPS-TCC EB,FEB14-168151,2016,0,b,4801,2016,b1,0
496,496,4838,PT410E,b,410 112th St EB,FEB14-4108124,2410,PT410E,410 112th St EB,FEB14-4108124,2410,0,b,4838,2410,b1,0
497,497,4839,PT410Ea,b,410 112th St EB,FEB14-4108131,2410,PT410Ea,410 112th St EB,FEB14-4108131,2410,0,b,4839,2410,b1,0
498,498,4862,PT51N,b,51 Union Ave NB,FEB14-51492,2051,PT51N,51 Union Ave NB,FEB14-51492,2051,0,b,4862,2051,b1,0
499,499,4863,PT51Na,b,51 Union Ave NB,FEB14-51493,2051,PT51Na,51 Union Ave NB,FEB14-51493,2051,0,b,4863,2051,b1,0
500,500,4911,566N,b,566 Auburn-OverlakeN,FEB14-566437,6566,566N,566 Auburn-OverlakeN,FEB14-566437,6566,0,b,4911,6566,b1,0
501,501,4920,PT475E,b,475 UPS-OlympiaE,FEB14-47541,2475,PT475E,475 UPS-OlympiaE,FEB14-47541,2475,0,b,4920,2475,b1,0
502,502,4623,MK_917,b,917 Auburn/Algona/P*,10917019,1917,MK_917,917 Auburn/Algona/P*,10917019,1917,0,b,4623,1917,b1,0
503,503,4949,MK_,r, MNRL SEACTR-WSTLK *,,1999,MK_, MNRL SEACTR-WSTLK *,,1999,0,r,4949,1999,r1,0
504,504,5031,277West,b,desc needed,14SEP-Weekday-277w-0,3277,277West,desc needed,14SEP-Weekday-277w-0,3277,0,b,5031,3277,b1,0
505,505,5032,277West,b,desc needed,14SEP-Weekday-277w-1,3277,277West,desc needed,14SEP-Weekday-277w-1,3277,0,b,5032,3277,b1,0
506,506,5128,KT20Eb,b,20 Navy Yard City,20_T04,4020,KT20Eb,20 Navy Yard City,20_T04,4020,0,b,5128,4020,b1,0
507,507,5159,KT41E,b,41 Lincoln Road,41_T07,4041,KT41E,41 Lincoln Road,41_T07,4041,0,b,5159,4041,b1,0
508,508,5183,KT90Sg,b,90 Poulsbo-Bainbr EB,90_l_T01,4090,KT90Sg,90 Poulsbo-Bainbr EB,90_l_T01,4090,0,b,5183,4090,b1,0
509,509,5184,KT90Sh,b,90 Poulsbo-Bainbr EB,90_k_T01,4090,KT90Sh,90 Poulsbo-Bainbr EB,90_k_T01,4090,0,b,5184,4090,b1,0
510,510,5071,KT15AN,b,15A McWilliams Shut*,15all_ck_T02,4015,KT15AN,15A McWilliams Shut*,15all_ck_T02,4015,0,b,5071,4015,b1,0
511,511,5094,KT92Ea,b,92 Poulsbo/Kingston*,92_T09,4092,KT92Ea,92 Poulsbo/Kingston*,92_T09,4092,0,b,5094,4092,b1,0
512,512,5095,KT93N,b,93 ManzanitaN,93p_T03,4093,KT93N,93 ManzanitaN,93p_T03,4093,0,b,5095,4093,b1,0
513,513,4094,MK_E-Line,b,E-Line E-Line Rapid*,20675007,1675,MK_E-Line,E-Line E-Line Rapid*,20675007,1675,0,b,4094,1675,b1,0
514,514,4203,MK_16,b,16 Meridian,20016148,1016,MK_16,16 Meridian,20016148,1016,0,b,4203,1016,b1,0
515,515,4392,MK_303,p,303 Shoreline - NTC*,20303071,1303,MK_303,303 Shoreline - NTC*,20303071,1303,0,p,4392,1303,p1,0
516,516,4541,MK_67,b,67 Northgate to UW *,11067062,1067,MK_67,67 Northgate to UW *,11067062,1067,0,b,4541,1067,b1,0
517,517,4728,MK_308,b,308 Aurora Village *,11308032,1308,MK_308,308 Aurora Village *,11308032,1308,0,b,4728,1308,b1,0
518,518,4754,MK_64,p,64 Lake City - CBD *,11064018,1064,MK_64,64 Lake City - CBD *,11064018,1064,0,p,4754,1064,p1,0
519,519,4379,MK_3,b,3 Route 3,10003559,1003,MK_3,3 Route 3,10003559,1003,0,b,4379,1003,b1,0
520,520,4382,MK_3,b,3 Route 3,21003562,1003,MK_3,3 Route 3,21003562,1003,0,b,4382,1003,b1,0
521,521,4537,MK_66,p,66 5 & Main to NTC,11066113,1066,MK_66,66 5 & Main to NTC,11066113,1066,0,p,4537,1066,p1,0
522,522,4762,MK_75,b,75 UW - NTC - Balla*,11075164,1075,MK_75,75 UW - NTC - Balla*,11075164,1075,0,b,4762,1075,b1,0
523,523,4309,MK_238,b,238 UWB Bothell CC/*,20238061,1238,MK_238,238 UWB Bothell CC/*,20238061,1238,0,b,4309,1238,b1,0
524,524,5230,ET3,b,3 South to W Casino*,RT3SB01,7003,ET3,3 South to W Casino*,RT3SB01,7003,0,b,5230,7003,b1,0
525,525,5231,ET3,b,3 Evt Stn-Casino Rd,RT3SB01_VR,7003,ET3,3 Evt Stn-Casino Rd,RT3SB01_VR,7003,0,b,5231,7003,b1,0
526,526,5219,ET17,b,17 South to Mall St*,RT17SB02MCC,7017,ET17,17 South to Mall St*,RT17SB02MCC,7017,0,b,5219,7017,b1,0
527,527,5228,ET3,b,3 South to W Casino*,RT3NB02,7003,ET3,3 South to W Casino*,RT3NB02,7003,0,b,5228,7003,b1,0
528,528,5297,MK_29,b,29 test,11029014,1029,MK_29,29 test,11029014,1029,0,b,5297,1029,b1,0
529,529,5264,KT86,b,86 Southworth Shutt*,86a_T01,4086,KT86,86 Southworth Shutt*,86a_T01,4086,0,b,5264,4086,b1,0
530,530,5261,KT81,b,81 Annapolis Commut*,81_T01,4081,KT81,81 Annapolis Commut*,81_T01,4081,0,b,5261,4081,b1,0
531,531,4435,MK_372,p,372 Woodinville/Uni*,11372045,1372,MK_372,372 Woodinville/Uni*,11372045,1372,0,p,4435,1372,p1,0
532,532,4340,MK_250,b,250 Seattle/Overlak*,30250344,1250,MK_250,250 Seattle/Overlak*,30250344,1250,0,b,4340,1250,b1,0
533,533,4354,MK_265,b,265 Redmond/Seattle*,30265026,1265,MK_265,265 Redmond/Seattle*,30265026,1265,0,b,4354,1265,b1,0
534,534,4211,MK_167,b,167 Auburn-Kent-Ren*,10167334,1167,MK_167,167 Auburn-Kent-Ren*,10167334,1167,0,b,4211,1167,b1,0
535,535,4777,MK_982,p,982 Lakeside\UPrep *,41982010,1982,MK_982,982 Lakeside\UPrep *,41982010,1982,0,p,4777,1982,p1,0
536,536,4084,MK_952,p,952 Auburn P&R to B*,21952034,1952,MK_952,952 Auburn P&R to B*,21952034,1952,0,p,4084,1952,p1,0
537,537,4775,MK_952,p,952 Auburn P&R to B*,21952036,1952,MK_952,952 Auburn P&R to B*,21952036,1952,0,p,4775,1952,p1,0
538,538,5035,280East,b,280 Evt-Gran Falls,14SEP-Weekday-280e-10,3280,280East,280 Evt-Gran Falls,14SEP-Weekday-280e-10,3280,0,b,5035,3280,b1,0
539,539,5007,130East,b,130 Edmonds-Lynn TC,130-eb-Weekday,3130,130East,130 Edmonds-Lynn TC,130-eb-Weekday,3130,0,b,5007,3130,b1,0
540,540,5051,421North,b,desc needed,421-nb-Weekday,3421,421North,desc needed,421-nb-Weekday,3421,0,b,5051,3421,b1,0
541,541,5056,510Northa,b,desc needed,510-nb-Weekday,6510,510Northa,desc needed,510-nb-Weekday,6510,0,b,5056,6510,b1,0
542,542,4495,MK_50,b,50 Seward Park/Alki,30050315,1050,MK_50,50 Seward Park/Alki,30050315,1050,0,b,4495,1050,b1,0
543,543,4496,MK_50,b,50 Seward Park/Alki,41050314,1050,MK_50,50 Seward Park/Alki,41050314,1050,0,b,4496,1050,b1,0
544,544,4661,MK_119,b,119 Dockton,21119006,1119,MK_119,119 Dockton,21119006,1119,0,b,4661,1119,b1,0
545,545,4692,MK_205,p,205 Mercer Island/U*,21205013,1205,MK_205,205 Mercer Island/U*,21205013,1205,0,p,4692,1205,p1,0
546,546,4708,MK_246,b,246 Bellevue/Somers*,20246313,1246,MK_246,246 Bellevue/Somers*,20246313,1246,0,b,4708,1246,b1,0
547,547,4123,MK_110,b,110 Renton Shuttle,10110019,1110,MK_110,110 Renton Shuttle,10110019,1110,0,b,4123,1110,b1,0
548,548,4124,MK_110,b,110 Renton Shuttle,21110021,1110,MK_110,110 Renton Shuttle,21110021,1110,0,b,4124,1110,b1,0
549,549,4266,MK_204,b,204 Island Crest Wy*,10204017,1204,MK_204,204 Island Crest Wy*,10204017,1204,0,b,4266,1204,b1,0
550,550,4267,MK_204,b,204 Island Crest Wy*,21204015,1204,MK_204,204 Island Crest Wy*,21204015,1204,0,b,4267,1204,b1,0
551,551,4320,MK_241,b,241 Eastgate Factor*,11241001,1241,MK_241,241 Eastgate Factor*,11241001,1241,0,b,4320,1241,b1,0
552,552,4321,MK_241,b,241 Eastgate Factor*,20241003,1241,MK_241,241 Eastgate Factor*,20241003,1241,0,b,4321,1241,b1,0
553,553,4364,MK_271,b,271 Issaquah to U D*,30271132,1271,MK_271,271 Issaquah to U D*,30271132,1271,0,b,4364,1271,b1,0
554,554,4421,MK_345,b,345 NTC - SCC,20345015,1345,MK_345,345 NTC - SCC,20345015,1345,0,b,4421,1345,b1,0
555,555,4422,MK_346,b,346 Aurora Village *,11346009,1346,MK_346,346 Aurora Village *,11346009,1346,0,b,4422,1346,b1,0
556,556,4425,MK_347,b,347 NTC - Mountlake*,20347011,1347,MK_347,347 NTC - Mountlake*,20347011,1347,0,b,4425,1347,b1,0
557,557,4426,MK_348,b,348 NTC - Richmond *,11348005,1348,MK_348,348 NTC - Richmond *,11348005,1348,0,b,4426,1348,b1,0
558,558,4491,MK_49,b,49 CBD-Cap Hill-U D*,20049030,1049,MK_49,49 CBD-Cap Hill-U D*,20049030,1049,0,b,4491,1049,b1,0
559,559,4494,MK_5,b,5 Greenwood/SCC/Nor*,20005154,1005,MK_5,5 Greenwood/SCC/Nor*,20005154,1005,0,b,4494,1005,b1,0
560,560,4590,MK_773,b,773 West Seattle Wa*,10773038,1773,MK_773,773 West Seattle Wa*,10773038,1773,0,b,4590,1773,b1,0
561,561,4591,MK_773,b,773 West Seattle Wa*,21773032,1773,MK_773,773 West Seattle Wa*,21773032,1773,0,b,4591,1773,b1,0
562,562,4743,MK_49,b,49 CBD-Cap Hill-U D*,20049017,1049,MK_49,49 CBD-Cap Hill-U D*,20049017,1049,0,b,4743,1049,b1,0
563,563,4786,MK_244,b,244 Kenmore Kingsga*,11244006,1244,MK_244,244 Kenmore Kingsga*,11244006,1244,0,b,4786,1244,b1,0
564,564,4772,MK_914,b,914 Kent Shopper Sh*,41914016,1914,MK_914,914 Kent Shopper Sh*,41914016,1914,0,b,4772,1914,b1,0
565,565,4773,MK_916,b,916 Kent Shuttle (D*,41916013,1916,MK_916,916 Kent Shuttle (D*,41916013,1916,0,b,4773,1916,b1,0
566,566,4616,MK_908,b,908 Renton Highland*,20908015,1908,MK_908,908 Renton Highland*,20908015,1908,0,b,4616,1908,b1,0
567,567,4621,MK_913,b,913 Kent - Riverview,31913008,1913,MK_913,913 Kent - Riverview,31913008,1913,0,b,4621,1913,b1,0
568,568,4771,MK_913,b,913 Kent - Riverview,40913007,1913,MK_913,913 Kent - Riverview,40913007,1913,0,b,4771,1913,b1,0
569,569,4812,PT206Na,b,206 Pac Hwy-Till NB,FEB14-2064183,2206,PT206Na,206 Pac Hwy-Till NB,FEB14-2064183,2206,0,b,4812,2206,b1,0
570,570,5144,KT26E,b,26 Bay Vista,26_T02,4026,KT26E,26 Bay Vista,26_T02,4026,0,b,5144,4026,b1,0
571,571,5185,KT90Si,b,90 Poulsbo-Bainbr EB,90_j_T01,4090,KT90Si,90 Poulsbo-Bainbr EB,90_j_T01,4090,0,b,5185,4090,b1,0
572,572,5186,KT91N,b,91 Bainbrdg-Kingston,91b_Suq_T03,4091,KT91N,91 Bainbrdg-Kingston,91b_Suq_T03,4091,0,b,5186,4091,b1,0
573,573,5197,KT97E,b,97 Crystal Sprngs EB,97aml_T01,4097,KT97E,97 Crystal Sprngs EB,97aml_T01,4097,0,b,5197,4097,b1,0
574,574,5198,KT97Ea,b,97 Crystal Sprngs EB,97_T02,4097,KT97Ea,97 Crystal Sprngs EB,97_T02,4097,0,b,5198,4097,b1,0
575,575,5201,KT99Na,b,99 Bill Point NB,99fw_T02,4099,KT99Na,99 Bill Point NB,99fw_T02,4099,0,b,5201,4099,b1,0
576,576,5203,KT9W,b,9 South Park WB,9sk_T01,4009,KT9W,9 South Park WB,9sk_T01,4009,0,b,5203,4009,b1,0
577,577,4202,MK_16,b,16 Meridian,11016146,1016,MK_16,16 Meridian,11016146,1016,0,b,4202,1016,b1,0
578,578,4204,MK_16,b,16 Meridian,20016149,1016,MK_16,16 Meridian,20016149,1016,0,b,4204,1016,b1,0
579,579,4356,MK_268,b,268 Seattle/Bear Cr*,30268323,1268,MK_268,268 Seattle/Bear Cr*,30268323,1268,0,b,4356,1268,b1,0
580,580,4369,MK_277,b,277 Totem Lake/U Di*,30277011,1277,MK_277,277 Totem Lake/U Di*,30277011,1277,0,b,4369,1277,b1,0
581,581,4385,MK_3,b,3 Route 3,21003567,1003,MK_3,3 Route 3,21003567,1003,0,b,4385,1003,b1,0
582,582,4391,MK_301,p,301 Aurora Village-*,20301135,1301,MK_301,301 Aurora Village-*,20301135,1301,0,p,4391,1301,p1,0
583,583,4398,MK_31,b,31 Magnolia to Univ*,40031043,1031,MK_31,31 Magnolia to Univ*,40031043,1031,0,b,4398,1031,b1,0
584,584,5252,KT12,b,12 Silverdale West,12njp_T01,4012,KT12,12 Silverdale West,12njp_T01,4012,0,b,5252,4012,b1,0
585,585,5260,KT36,b,36 Ridgetop Shuttle,36pm_T02,4036,KT36,36 Ridgetop Shuttle,36pm_T02,4036,0,b,5260,4036,b1,0
586,586,4993,880South,b,880 Mukilteo-UW,14SEP-Weekday-880s-2,3880,880South,880 Mukilteo-UW,14SEP-Weekday-880s-2,3880,0,b,4993,3880,b1,0
587,587,4963,410South,b,410 Mar P&R-Sea CBD,410-sb-Weekday,3410,410South,410 Mar P&R-Sea CBD,410-sb-Weekday,3410,0,b,4963,3410,b1,0
588,588,4485,MK_48,b,48 Loyal Heights/Mt*,20048611,1048,MK_48,48 Loyal Heights/Mt*,20048611,1048,0,b,4485,1048,b1,0
589,589,4674,MK_17,p,17 Sunset Hill,11017042,1017,MK_17,17 Sunset Hill,11017042,1017,0,p,4674,1017,p1,0
590,590,4755,MK_66,p,66 5 & Main to NTC,11066115,1066,MK_66,66 5 & Main to NTC,11066115,1066,0,p,4755,1066,p1,0
591,591,4761,MK_75,b,75 UW - NTC - Balla*,11075157,1075,MK_75,75 UW - NTC - Balla*,11075157,1075,0,b,4761,1075,b1,0
592,592,4874,560E,b,560 WSea-SeaTac-Belv,FEB14-56084,6560,560E,560 WSea-SeaTac-Belv,FEB14-56084,6560,0,b,4874,6560,b1,0
